phoneNumber,label,name,avatar,isSubscribed,count,url
(716) 673-3091,Telemarketing,Cassadaga Telephone Corporation,,1,,
(716) 673-3091,Telemarketing,Dunkirk and Fredonia Telephone Company,,1,,
(716) 673-3091,Telemarketing,DFT Local Service Corporation,,1,,
(606) 438-9533,Telemarketing,Thacker-Grigsby Telephone Co Inc,,1,,
(214) 382-9990,Telemarketing,One Ring Networks Inc,,1,,
(913) 757-2500,Telemarketing,Peoples Telecommunications LLC,,1,,
(413) 746-2760,Telemarketing,Crocker Communications,,1,,
(215) 286-3132,Telemarketing,Masergy Cloud Communications Inc,,1,,
(304) 897-9911,Telemarketing,Hardy Telecommunications Inc,,1,,
(503) 829-1100,Telemarketing,Molalla Telephone Company dba Molalla Communications Company,,1,,
(484) 333-3131,Telemarketing,Limitless Mobile LLC,,1,,
(302) 203-6888,Telemarketing,Junction Cloud Connections Inc,,1,,
(618) 639-4841,Telemarketing,Grafton Technologies Inc,,1,,
(435) 622-5007,Telemarketing,UBTA-UBET Communications Inc dba STRATA Networks,,1,,
(702) 547-8000,Telemarketing,Affinity Network Inc,,1,,
(561) 276-7156,Telemarketing,United World Telecom LC,,1,,
(606) 478-9401,Telemarketing,Inter Mountain Cable Inc,,1,,
(972) 729-9231,Telemarketing,Edge Communications Solutions LLC,,1,,
(606) 478-9401,Telemarketing,Gearheart Communications,,1,,
(606) 478-9401,Telemarketing,Mikrotec Communications of VA LLC,,1,,
+19567632320,Telemarketing,Latino Communications Corp,,1,,
+18448664767,Telemarketing,9171-5573 Quebec Inc,,1,,
(866) 923-5290,Telemarketing,Inventive Labs Corporation,,1,,
(530) 571-7541,Telemarketing,DigitalPath Inc,,1,,
(573) 826-4799,Telemarketing,Kingdom Telephone Company,,1,,
(573) 826-4799,Telemarketing,Kingdom Telecommunications Inc,,1,,
(321) 428-8880,Telemarketing,Terra Nova Telecom Inc,,1,,
(515) 836-4431,Telemarketing,Ellsworth Cooperative Telephone Association,,1,,
(440) 476-6903,Telemarketing,MVP Holdings LTD,,1,,
(239) 935-7286,Telemarketing,Third Base International Telecom LLC,,1,,
(615) 814-0102,Telemarketing,Hadlo Technologies LLC,,1,,
(781) 693-0630,Telemarketing,Votacall Inc,,1,,
(518) 731-6128,Telemarketing,State Telephone Company Inc,,1,,
(518) 731-6128,Telemarketing,State Telephone Long Distance Company Inc,,1,,
(515) 839-5571,Telemarketing,Woolstock Mutual Telephone Association,,1,,
(402) 694-5101,Telemarketing,Hamilton Telephone Company,,1,,
(402) 694-5101,Telemarketing,Hamilton Long Distance Company,,1,,
(866) 745-1903,Telemarketing,T C N Incorporated,,1,,
(602) 357-3600,Telemarketing,Broadband Dynamics LLC,,1,,
(603) 774-9911,Telemarketing,DUNBARTON TELEPHONE COMPANY INC,,1,,
(407) 965-1077,Telemarketing,Voxbeam Telecommunications Inc,,1,,
(972) 455-8807,Telemarketing,Netrio LLC,,1,,
(281) 804-7059,Telemarketing,Amplify Networks Inc,,1,,
(888) 463-4237,Telemarketing,OpenSIPcom,,1,,
+7879778025,Telemarketing,Data @ccess Communication Inc,,1,,
(515) 889-2785,Telemarketing,Fenton Cooperative Telephone Company,,1,,
(617) 669-7938,Telemarketing,382 Communications Corporation,,1,,
(256) 723-3036,Telemarketing,New Hope Telephone Cooperative,,1,,
(212) 423-1234,Telemarketing,Callifi LLC,,1,,
(630) 219-3750,Telemarketing,WOW! Internet Cable and Phone,,1,,
(715) 237-2605,Telemarketing,Citizens Telephone Cooperative Inc,,1,,
(715) 237-2605,Telemarketing,Ntera LLC,,1,,
(801) 994-4100,Telemarketing,CCI Network Services LLC,,1,,
(805) 340-0205,Telemarketing,RINGARO TELECOM INC,,1,,
(319) 664-3821,Telemarketing,North English Cooperative Telephone Company,,1,,
(970) 228-4571,Telemarketing,Willard Telephone Company,,1,,
(888) 676-5994,Telemarketing,DID Central LLC,,1,,
(801) 234-5620,Telemarketing,PBXIO LLC,,1,,
(334) 562-3200,Telemarketing,Mon-Cre Telephone Cooperative Inc,,1,,
(518) 573-8101,Telemarketing,Mid-Hudson Data Corp,,1,,
(479) 424-1675,Telemarketing,Lavaca Telephone Company Inc-AR,,1,,
(479) 424-1675,Telemarketing,Lavaca Telephone Company Inc-OK,,1,,
(336) 973-5000,Telemarketing,Carolina West Wireless Inc,,1,,
(479) 424-1675,Telemarketing,Pinnacle Telecom LLC,,1,,
(270) 343-1197,Telemarketing,Duo County Telephone Cooperative Inc,,1,,
(207) 494-2160,Telemarketing,Biddeford Internet Corporation,,1,,
(937) 653-2233,Telemarketing,The Champaign Telephone Company,,1,,
(712) 853-6121,Telemarketing,Terril Telephone Cooperative,,1,,
(712) 933-2615,Telemarketing,Royal Communications Inc,,1,,
(315) 671-6200,Telemarketing,Northland Networks,,1,,
(315) 865-5201,Telemarketing,Oneida County Rural Telephone Co,,1,,
(417) 223-4313,Telemarketing,McDonald County Telephone Co,,1,,
(712) 859-3300,Telemarketing,River Valley Telephone Coop,,1,,
(361) 872-2211,Telemarketing,La Ward Telephone Exchange Inc,,1,,
(970) 897-2200,Telemarketing,Nunn Telephone Company,,1,,
(817) 303-7788,Telemarketing,Victory Telecom Inc,,1,,
(801) 878-3208,Telemarketing,FirstDigital Telecom LLC,,1,,
(319) 332-1909,Telemarketing,Independence Telecommunications Utility,,1,,
(561) 282-5500,Telemarketing,HFA Services LLC,,1,,
(888) 444-1111,Telemarketing,IP Horizon LLC,,1,,
(941) 306-2225,Telemarketing,IPitomy Communications LLC,,1,,
(339) 203-6223,Telemarketing,Mobi Telecom LLC,,1,,
+6531633282,Telemarketing,Telxio Networks Pte Ltd,,1,,
(435) 826-4211,Telemarketing,South Central Utah Telephone Association Inc,,1,,
(231) 898-2244,Telemarketing,Carr Telephone Company,,1,,
(479) 424-1675,Telemarketing,Vantage Telecom LLC dba Pinnacle Telecom,,1,,
(785) 637-5300,Telemarketing,Gorham Telephone Company,,1,,
(205) 443-0704,Telemarketing,Low Latency Communications LLC,,1,,
(724) 424-2210,Telemarketing,Citizens Telephone Company of Kecksburg,,1,,
(732) 719-8046,Telemarketing,Nuwave Communications Inc,,1,,
(906) 387-0043,Telemarketing,Hiawatha Telephone Company,,1,,
(217) 586-7809,Telemarketing,Qwality Tel Inc,,1,,
(254) 893-1000,Telemarketing,Totelcom Communications LLC,,1,,
(254) 893-4600,Telemarketing,North Texas Telephone Company,,1,,
(254) 893-4600,Telemarketing,Oklatel Communications Inc,,1,,
(347) 695-2823,Telemarketing,Primo Dialler LLC,,1,,
(630) 626-7480,Telemarketing,BroadRiver Communication Corporation,,1,,
(405) 471-8000,Telemarketing,Wiretap Telecom,,1,,
(712) 669-3311,Telemarketing,Templeton Telephone Co,,1,,
(713) 524-5151,Telemarketing,Goode Systems and Consulting,,1,,
(732) 595-7278,Telemarketing,QCSTelecom Inc,,1,,
(217) 353-3026,Telemarketing,Campus Communications Group Inc,,1,,
(314) 390-6260,Telemarketing,Nuso LLC,,1,,
(270) 542-4121,Telemarketing,Logan Telephone Cooperative Inc dba LTC Connect,,1,,
(310) 747-3266,Telemarketing,UniVoIP Inc,,1,,
+15128071615,Telemarketing,GTT Americas LLC,,1,,
(402) 694-5101,Telemarketing,The Nebraska Central Telephone Co,,1,,
(912) 857-4411,Telemarketing,PLANTERS RURAL TELEPHONE COOP,,1,,
(912) 857-4411,Telemarketing,Planters Communications LLC,,1,,
+3723335510,Telemarketing,SkyTel OU,,1,,
(213) 799-1479,Telemarketing,iconglobal services,,1,,
+15145190313,Telemarketing,Mash Telecom Inc,,1,,
+218913601149,Telemarketing,Libyan International Telecom Company,,1,,
(833) 857-3277,Telemarketing,Simwood Inc,,1,,
(304) 848-5400,Telemarketing,Citynet Holdings LLC,,1,,
(803) 581-9152,Telemarketing,TruVista Communications Inc fka The Chester Telephone Company,,1,,
(806) 364-3331,Telemarketing,WT Services Inc,,1,,
(806) 364-3331,Telemarketing,West Texas Rural Telephone Cooperative Inc,,1,,
(430) 588-7394,Telemarketing,Network Enhanced Telecom LLP,,1,,
(801) 990-6200,Telemarketing,1Wire Fiber LLC,,1,,
(712) 834-2211,Telemarketing,UNITED FARMERS TELEPHONE CO,,1,,
(641) 522-9211,Telemarketing,Brooklyn Mutual Telecommunications Cooperative,,1,,
(617) 933-5521,Telemarketing,Granite Telecommunications LLC,,1,,
(989) 453-4420,Telemarketing,Pigeon Telephone Company,,1,,
(320) 256-0198,Telemarketing,Tekstar Communications Inc,,1,,
+12605653131,Telemarketing,Craigville Telephone Company Inc,,1,,
(702) 397-2117,Telemarketing,Moapa Valley Telephone Co,,1,,
(208) 257-3314,Telemarketing,Cambridge Telephone Company Inc,,1,,
+19312682151,Telemarketing,Twin Lakes Telephone Cooperative Corporation,,1,,
(312) 270-8153,Telemarketing,Telnyx LLC,,1,,
(954) 848-4844,Telemarketing,Telintel LTD,,1,,
(415) 200-0400,Telemarketing,Headland Communications,,1,,
(712) 930-5594,Telemarketing,The Community Agency,,1,,
(336) 877-6363,Telemarketing,Skyline Telephone Membership Corporation,,1,,
(336) 876-6363,Telemarketing,SkyBest Communications Inc,,1,,
(610) 826-2115,Telemarketing,Palmerton Telephone Company,,1,,
(786) 546-1186,Telemarketing,Identidad Advertising Development LLc,,1,,
(786) 546-1186,Telemarketing,INFOMOVIL TELEVISION AND SYSTEM CORP,,1,,
(712) 655-3905,Telemarketing,Manning Municipal Utilities,,1,,
(215) 701-0680,Telemarketing,Anveo Inc,,1,,
(217) 243-8747,Telemarketing,Illinois Electric Cooperative,,1,,
(970) 735-2251,Telemarketing,Stoneham Cooperative Telephone Corporation,,1,,
(620) 437-2356,Telemarketing,Madison Telephone Company,,1,,
(516) 656-5120,Telemarketing,Quality Voice & Data,,1,,
(620) 437-2356,Telemarketing,MT Networks LLC,,1,,
(866) 312-1070,Telemarketing,Akabis LLC,,1,,
(321) 258-8469,Telemarketing,Morse Communications Inc,,1,,
(706) 376-4701,Telemarketing,Hart Telephone Company,,1,,
(906) 387-0043,Telemarketing,Midway Telephone Company,,1,,
(906) 387-0043,Telemarketing,Ontonagon County Telephone Company,,1,,
(402) 245-4451,Telemarketing,SOUTHEAST NEBRASKA COMMUNICATIONS INC,,1,,
(805) 340-0205,Telemarketing,A+ Wireless,,1,,
(989) 453-4420,Telemarketing,Thumb Cellular LLC,,1,,
(479) 424-1675,Telemarketing,McLoud Telephone Co,,1,,
(479) 424-1675,Telemarketing,DOBSON TELEPHONE CO INC,,1,,
(479) 424-1675,Telemarketing,Dobson Technologies Transport and Telecom Solutions,,1,,
(580) 468-2586,Telemarketing,Panhandle Telephone Cooperative Inc,,1,,
(610) 826-2551,Telemarketing,Blue Ridge Digital Phone Company,,1,,
(402) 756-3131,Telemarketing,Glenwood Telephone Membership Corporation,,1,,
(402) 756-3131,Telemarketing,Glenwood Telecommunications Inc,,1,,
(330) 659-6700,Telemarketing,Easton Telecom Services LLC,,1,,
(402) 723-4448,Telemarketing,Henderson Cooperative Telephone Company,,1,,
(843) 538-9339,Telemarketing,Palmetto Rural Telephone Cooperative Inc,,1,,
(843) 538-9339,Telemarketing,Palmetto Telephone Communications LLC,,1,,
(636) 257-2020,Telemarketing,Tri-County Communications Inc dba Intelligent Network Communications Inc,,1,,
(712) 829-2111,Telemarketing,The Farmers Mutual Telephone Company of Stanton Iowa,,1,,
(517) 286-6211,Telemarketing,Waldron Telephone Company,,1,,
(517) 286-6211,Telemarketing,Waldron Communication Company,,1,,
(641) 594-2905,Telemarketing,Sully Telephone Association,,1,,
(208) 298-2610,Telemarketing,Inland Cellular LLC,,1,,
(614) 300-2973,Telemarketing,Volli Communications Inc,,1,,
+8556662270,Telemarketing,ProComm365 Technologies Inc,,1,,
(615) 425-7474,Telemarketing,Magic Apple Technology LLC,,1,,
(208) 257-3314,Telemarketing,CTC TELECOM INC,,1,,
(484) 424-9683,Telemarketing,Peering Hub Inc,,1,,
(404) 229-2587,Telemarketing,Livingston Telephone Company,,1,,
(404) 229-2587,Telemarketing,Dalton Telephone Company LLC,,1,,
(305) 297-8781,Telemarketing,Talk Telecom,,1,,
(404) 229-2587,Telemarketing,Waverly Hall Telephone LLC,,1,,
(404) 229-2587,Telemarketing,South Park LLC  dba South Park Telephone Company,,1,,
(404) 229-2587,Telemarketing,The Rye Telephone Company,,1,,
(404) 229-2587,Telemarketing,S&A Telephone Co Inc,,1,,
(404) 229-2587,Telemarketing,Elsie Communications Inc,,1,,
(877) 440-1989,Telemarketing,Momentum  Telecom Inc,,1,,
+14166458040,Telemarketing,Compass Inc,,1,,
(507) 896-3192,Telemarketing,Ace Telephone Association,,1,,
(940) 691-7577,Telemarketing,WebFire Communications Inc,,1,,
+420739069563,Telemarketing,Apelby GmbH,,1,,
(360) 465-2211,Telemarketing,Western Wahkiakum County Telephone Company,,1,,
(360) 864-5044,Telemarketing,The Toledo Telephone Co Inc,,1,,
(575) 226-2255,Telemarketing,Yucca Telecommunications Systems Inc,,1,,
(541) 847-5135,Telemarketing,Monroe Telephone Company,,1,,
(541) 929-3330,Telemarketing,Roome Telecommunications Inc,,1,,
(970) 358-4211,Telemarketing,Plains Cooperative Telephone Association Inc,,1,,
(563) 245-4480,Telemarketing,LaPorte City Telephone Co,,1,,
(563) 245-4480,Telemarketing,Alpine Communications LC,,1,,
(573) 293-2277,Telemarketing,BPS Telephone Company,,1,,
(520) 384-8995,Telemarketing,Valley Telephone Cooperative Inc,,1,,
(213) 729-5025,Telemarketing,TELCAST NETWORK LLC,,1,,
(530) 926-6888,Telemarketing,SnowCrest Telephone Inc,,1,,
(415) 376-3314,Telemarketing,Race Telecommunications LLC,,1,,
+34944209470,Telemarketing,Sarenet SAU,,1,,
(805) 456-5800,Telemarketing,Impulse Internet Services llc,,1,,
(304) 983-8642,Telemarketing,West Side Telecommunications,,1,,
(269) 267-5884,Telemarketing,Barry County Telephone Company,,1,,
(269) 623-2311,Telemarketing,MEI Telecom Inc,,1,,
(402) 793-5330,Telemarketing,Diller Telephone Co,,1,,
(855) 563-4638,Telemarketing,INET Communications LLC,,1,,
(507) 896-3192,Telemarketing,Ace Telephone Company of Michigan Inc,,1,,
(507) 896-3192,Telemarketing,Ace Link Telecommunication Inc,,1,,
(931) 853-4351,Telemarketing,Loretto Telephone Company Inc,,1,,
(309) 370-3174,Telemarketing,Stratus Networks Inc,,1,,
(561) 694-8655,Telemarketing,TOLY DIGITAL NETWORK INC,,1,,
(888) 992-6682,Telemarketing,Contact Center Specialists LLC,,1,,
(972) 422-9700,Telemarketing,Estech Systems Inc,,1,,
(270) 586-4441,Telemarketing,Franklin Electric Plant Board,,1,,
(785) 545-3215,Telemarketing,Cunningham Communications Inc,,1,,
(610) 989-2418,Telemarketing,EvolveIP LLC,,1,,
(312) 940-7829,Telemarketing,CoEo Solutions LLC dba CoEo,,1,,
(706) 529-9991,Telemarketing,Board of Water Light & Sinking Fund Commissioners of the City of Dalton Georgia dba Dalton Utili,,1,,
(785) 545-3215,Telemarketing,Cunningham Telephone Co Inc,,1,,
(806) 924-7234,Telemarketing,Poka Lambro Telephone Cooperative Inc,,1,,
(806) 924-7234,Telemarketing,Poka Lambro Telecommunications Ltd,,1,,
(310) 678-7000,Telemarketing,Secure IP Telecom Inc,,1,,
(671) 300-0222,Telemarketing,Pacific Data Systems,,1,,
(806) 668-4420,Telemarketing,Mid-Plains Rural Telephone Cooperative Inc,,1,,
(207) 948-3959,Telemarketing,Star Telephone Company Inc,,1,,
(715) 664-8311,Telemarketing,West Wisconsin Telcom Cooperative Inc,,1,,
(208) 548-2345,Telemarketing,Direct Communications Rockland Inc,,1,,
(801) 789-2800,Telemarketing,Rico Telephone Company,,1,,
(715) 231-2000,Telemarketing,24-7 Telcom Inc,,1,,
(801) 789-2800,Telemarketing,Direct Communications Cedar Valley LLC,,1,,
(954) 372-0969,Telemarketing,Alkaip Telecom LLC,,1,,
(919) 570-0101,Telemarketing,NGL COMMUNICATIONS LLC,,1,,
(321) 499-1001,Telemarketing,Fractel LLC,,1,,
(772) 223-8908,Telemarketing,All Tel Networks LLC,,1,,
(570) 723-7314,Telemarketing,Indigo Wireless Inc,,1,,
(402) 439-2264,Telemarketing,Stanton Telecom Inc,,1,,
(763) 797-7946,Telemarketing,Popp Telcom Incorporated,,1,,
(641) 793-2905,Telemarketing,Reasnor Telephone Company LLC,,1,,
(308) 368-5561,Telemarketing,Hershey Cooperative Telephone Company,,1,,
(641) 498-7701,Telemarketing,Partner Communications Cooperative,,1,,
(541) 521-8732,Telemarketing,IP LINK Telecom Inc,,1,,
(712) 764-6161,Telemarketing,Marne & Elk Horn Telephone Company,,1,,
(402) 582-4242,Telemarketing,Plainview Telephone Company,,1,,
(305) 297-4476,Telemarketing,Creacomm Switching Corp,,1,,
(919) 268-4900,Telemarketing,Celito Communications,,1,,
+40720007220,Telemarketing,SIPSTATUS COMMUNICATIONS SRL,,1,,
(814) 835-2725,Telemarketing,Velocity Network Inc,,1,,
(845) 586-3311,Telemarketing,Margaretville Telephone Company  Inc,,1,,
(845) 586-3311,Telemarketing,Catskills Communications Inc dba MTC Long Distance,,1,,
(559) 534-2211,Telemarketing,Ducor Telephone Company,,1,,
(402) 254-3901,Telemarketing,Hartington Telecommunications Co Inc,,1,,
(712) 744-3131,Telemarketing,FARMERS MUTUAL COOP TELE COMPANY,,1,,
(606) 743-3121,Telemarketing,Mountain Rural Telephone Cooperative Corporation,,1,,
+85258016709,Telemarketing,Connect With VOIP Limited,,1,,
(863) 583-0271,Telemarketing,MIX NETWORKS INC,,1,,
(605) 978-3545,Telemarketing,Express Communications,,1,,
(319) 868-7636,Telemarketing,Mutual Telephone Company of Morning Sun,,1,,
(512) 637-1459,Telemarketing,iTalk Global Communications Inc,,1,,
(707) 522-1000,Telemarketing,Sonic Telecom LLC,,1,,
(662) 651-4131,Telemarketing,Smithville Telephone Company Inc,,1,,
(720) 370-2070,Telemarketing,Moundville Telephone Company Inc,,1,,
(641) 527-2690,Telemarketing,Lynnville Telephone Company Inc,,1,,
(641) 593-6395,Telemarketing,Searsboro Telephone Company,,1,,
(641) 798-4409,Telemarketing,Killduff Telephone Company,,1,,
(806) 271-3336,Telemarketing,Cap Rock Telephone Cooperative Inc,,1,,
(620) 227-8641,Telemarketing,United Telephone Assn Inc,,1,,
(620) 227-8641,Telemarketing,United Communications Association Inc,,1,,
(620) 227-8641,Telemarketing,United Wireless Communications Inc,,1,,
(864) 684-0008,Telemarketing,Piedmont Rural Telephone Cooperative Inc,,1,,
(864) 684-0008,Telemarketing,PRTCommunications LLC,,1,,
(406) 652-7500,Telemarketing,Greenfly Networks Inc,,1,,
(806) 272-5533,Telemarketing,FIVE AREA TELEPHONE COOP INC,,1,,
(806) 272-5533,Telemarketing,WEST PLAINS TELECOMMUNICATIONS iNC,,1,,
(520) 545-7285,Telemarketing,Simply Bits LLC,,1,,
(217) 728-9056,Telemarketing,Metamora Telephone Company,,1,,
(318) 874-7011,Telemarketing,Northeast Louisiana Telephone Co Inc,,1,,
(765) 296-7383,Telemarketing,Mulberry Cooperative Telephone Co Inc,,1,,
(765) 258-3111,Telemarketing,Geetingsville Telephone Co Inc,,1,,
(605) 874-8350,Telemarketing,Interstate Telecommunications Cooperative Inc,,1,,
(605) 852-2224,Telemarketing,Venture Communications Cooperative,,1,,
(910) 249-4255,Telemarketing,True IP Solutions LLC,,1,,
+17035474900,Telemarketing,Tata Communications (Canada) Ltd,,1,,
(803) 733-7333,Telemarketing,VC3 Inc,,1,,
(973) 739-9300,Telemarketing,Touchtone Communications Inc,,1,,
(325) 672-2422,Telemarketing,TC Telecom LLC,,1,,
(210) 477-7340,Telemarketing,Inmate Calling Solutions LLC,,1,,
(319) 646-6090,Telemarketing,Wellman Cooperative Telephone Association,,1,,
(605) 637-5211,Telemarketing,RC Technologies,,1,,
(701) 553-8309,Telemarketing,Red River Rural Telephone Association Inc,,1,,
(877) 276-7783,Telemarketing,North Alabama Electric Cooperative,,1,,
(423) 952-5198,Telemarketing,Johnson City Energy Authority,,1,,
(936) 566-4242,Telemarketing,Lake Livingston Telephone Company Inc,,1,,
(423) 625-2800,Telemarketing,Newport Utilities,,1,,
(605) 244-5213,Telemarketing,West River Cooperative Telephone Company,,1,,
(319) 626-2211,Telemarketing,South Slope Cooperative Telephone Company,,1,,
(615) 666-2151,Telemarketing,North Central Telephone Cooperative Inc,,1,,
(423) 272-8821,Telemarketing,Holston Connect LLC,,1,,
(305) 306-4364,Telemarketing,Microtalk USA Inc,,1,,
+447825040404,Telemarketing,Microtalk Europe Ltd,,1,,
(985) 335-1607,Telemarketing,Globalstar Inc,,1,,
(732) 225-3099,Telemarketing,Affiliated Technology Solutions,,1,,
(918) 366-8000,Telemarketing,BIXBY TELEPHONE CO,,1,,
(701) 652-6115,Telemarketing,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,,1,,
(419) 723-2428,Telemarketing,Benton Ridge Telephone Co,,1,,
(660) 874-4111,Telemarketing,Northeast Missouri Rural Telephone Company,,1,,
(979) 242-5911,Telemarketing,Colorado Valley Telephone Cooperative Inc,,1,,
(903) 482-7035,Telemarketing,Cutter Communications Inc dba Grayson Collin Communications,,1,,
(907) 835-7734,Telemarketing,Copper Valley Telephone Cooperative Inc,,1,,
(360) 898-2481,Telemarketing,HOOD CANAL TELEPHONE CO INC,,1,,
(419) 753-5039,Telemarketing,THE NEW KNOXVILLE TELEPHONE COMPANY,,1,,
(470) 414-2040,Telemarketing,Crosstel Tandem Inc,,1,,
(541) 932-7408,Telemarketing,Oregon Telephone Corporation,,1,,
(619) 900-9000,Telemarketing,Telcentris INC DBA Voxox,,1,,
(270) 762-1722,Telemarketing,Murray Electric System,,1,,
(308) 423-2000,Telemarketing,Wauneta Telephone Company,,1,,
(308) 423-2000,Telemarketing,Hartman Telephone Exchanges Inc,,1,,
(308) 423-2000,Telemarketing,Benkelman Telephone Company Inc,,1,,
(310) 909-8709,Telemarketing,1 Call Connect,,1,,
(408) 502-0450,Telemarketing,Five9 Inc,,1,,
(419) 837-5015,Telemarketing,Amplex Electric Inc,,1,,
+61291371127,Telemarketing,Commsgroup,,1,,
(606) 287-7101,Telemarketing,Peoples Telecom LLC,,1,,
(606) 287-7101,Telemarketing,Peoples Rural Telephone Coop Corp,,1,,
(888) 872-3787,Telemarketing,USA Digital Communications Inc,,1,,
(208) 673-5335,Telemarketing,Albion Telephone Company dba ATC Communications,,1,,
(217) 889-2191,Telemarketing,Clarksville Mutual Telephone Company,,1,,
(701) 662-1100,Telemarketing,North Dakota Telephone Company,,1,,
(620) 845-5628,Telemarketing,KanOkla Telephone Association,,1,,
(360) 832-4026,Telemarketing,Mashell Telecom Inc dba Lightcurve,,1,,
(712) 858-4591,Telemarketing,Superior Telephone Cooperative,,1,,
(518) 887-2121,Telemarketing,Pattersonville Telephone Company,,1,,
(580) 468-2586,Telemarketing,Panhandle Telecommunication Systems Inc,,1,,
+16057251054,Telemarketing,James Valley Cooperative Telephone Company,,1,,
(662) 569-3311,Telemarketing,Sledge Telephone Company Inc,,1,,
(907) 424-2345,Telemarketing,Cordova Telecom Cooperative Incorporated,,1,,
(319) 627-2145,Telemarketing,West Liberty Telephone Company,,1,,
+972722280800,Telemarketing,,,1,,
+59897979811,Telemarketing,,,1,,
(970) 224-6003,Telemarketing,City of Fort Collins Colorado,,1,,
(641) 209-7104,Telemarketing,LOCAL INTERNET SERVICE COMPANY (LISCO),,1,,
(347) 587-8987,Telemarketing,MADRID INTEGRATION SERVICES INC,,1,,
(731) 265-5735,Telemarketing,Jackson Energy Authority,,1,,
(208) 326-4331,Telemarketing,Filer Mutual Telephone Company,,1,,
(724) 295-1970,Telemarketing,Salsgiver Telecom Inc,,1,,
(503) 681-6100,Telemarketing,City of Hillsboro,,1,,
(785) 694-2256,Telemarketing,S&T Telephone Cooperative Association Inc,,1,,
(785) 694-2256,Telemarketing,S & T Communications LLC,,1,,
+13028428276,Telemarketing,Tychron Corporation,,1,,
(859) 824-3633,Telemarketing,City of Williamstown,,1,,
+3225475370,Telemarketing,Belgacom International Carrier Services SA,,1,,
(907) 761-2459,Telemarketing,Matanuska Telecom Association Inc,,1,,
(406) 467-2535,Telemarketing,3 Rivers Telephone Cooperative Inc dba 3 Rivers Communications,,1,,
(304) 983-8642,Telemarketing,Miller Telephone Company,,1,,
(304) 983-8642,Telemarketing,Communications Plus Inc,,1,,
(304) 983-8642,Telemarketing,ZendaTelephone Company Inc,,1,,
(212) 796-0900,Telemarketing,The Flat Planet Phone Company Inc,,1,,
(515) 925-3271,Telemarketing,Lone Rock Cooperative Telephone Company,,1,,
(715) 263-2755,Telemarketing,Clear Lake Telephone Co Inc,,1,,
(305) 474-2999,Telemarketing,Computer Technology Solutions Inc,,1,,
(307) 655-9011,Telemarketing,Tongue River Communications,,1,,
(806) 350-9122,Telemarketing,Pathwayz Communications Inc,,1,,
(813) 805-8963,Telemarketing,Advanced Communications LLC,,1,,
(812) 967-5501,Telemarketing,WASHINGTON COUNTY RURAL TELEPHONE COOPERATIVE INC,,1,,
(580) 622-0224,Telemarketing,Chickasaw Telephone Company,,1,,
(580) 622-0224,Telemarketing,Chickasaw Telecommunications Services Inc,,1,,
(319) 442-3241,Telemarketing,Van Horne Cooperative Telephone Company,,1,,
(434) 392-4804,Telemarketing,KINEX TELECOM INC,,1,,
(401) 347-2820,Telemarketing,Rhode Island Telephone Inc,,1,,
