name,priority,action,phoneNumber,labelId,isEnabled,isSubscribed,count,avatar,url
Vonage Business Inc,3,block,(864) 477-9651,telemarketing,1,1,,,
Valley Telephone Cooperative Inc,3,block,(800) 687-9725,telemarketing,1,1,,,
VTX Communications LLC,3,block,(800) 687-9725,telemarketing,1,1,,,
Surry Telephone Membership Corporation,3,block,(336) 374-5021,telemarketing,1,1,,,
YMax Communications Corp,3,block,(908) 806-7096,telemarketing,1,1,,,
Bulk Solutions LLC,3,block,(855) 906-0901,telemarketing,1,1,,,
White Cloud Communications US LLC DBA: Broadlinc,3,block,(502) 215-4111,telemarketing,1,1,,,
Cassadaga Telephone Corporation,3,block,(716) 673-3091,telemarketing,1,1,,,
Dunkirk and Fredonia Telephone Company,3,block,(716) 673-3091,telemarketing,1,1,,,
DFT Local Service Corporation,3,block,(716) 673-3091,telemarketing,1,1,,,
Thacker-Grigsby Telephone Co Inc,3,block,(606) 785-2226,telemarketing,1,1,,,
One Ring Networks Inc,3,block,(214) 382-9990,telemarketing,1,1,,,
Peoples Telecommunications LLC,3,block,(913) 757-2500,telemarketing,1,1,,,
Crocker Communications,3,block,(413) 746-2760,telemarketing,1,1,,,
Vector Data Systems LLC,3,block,(301) 358-1690,telemarketing,1,1,,,
Masergy Cloud Communications Inc,3,block,(215) 286-3039,telemarketing,1,1,,,
Hardy Telecommunications Inc,3,block,(304) 897-9911,telemarketing,1,1,,,
Molalla Telephone Company dba Molalla Communications Company,3,block,(503) 829-1100,telemarketing,1,1,,,
Limitless Mobile LLC,3,block,(484) 333-3131,telemarketing,1,1,,,
Junction Cloud Connections Inc,3,block,(302) 203-6888,telemarketing,1,1,,,
Grafton Technologies Inc,3,block,(618) 639-4841,telemarketing,1,1,,,
UBTA-UBET Communications Inc dba STRATA Networks,3,block,(435) 622-5007,telemarketing,1,1,,,
Affinity Network Inc,3,block,(702) 547-8000,telemarketing,1,1,,,
OBHost LLC,3,block,(302) 440-1447,telemarketing,1,1,,,
United World Telecom LC,3,block,(561) 276-7156,telemarketing,1,1,,,
Inter Mountain Cable Inc,3,block,(606) 478-9401,telemarketing,1,1,,,
Edge Communications Solutions LLC,3,block,(972) 729-9231,telemarketing,1,1,,,
Gearheart Communications,3,block,(606) 478-9401,telemarketing,1,1,,,
Mikrotec Communications of VA LLC,3,block,(606) 478-9401,telemarketing,1,1,,,
Latino Communications Corp,3,block,+19724444563,telemarketing,1,1,,,
9171-5573 Quebec Inc,3,block,+18448664767,telemarketing,1,1,,,
Inventive Labs Corporation,3,block,(866) 923-5290,telemarketing,1,1,,,
DigitalPath Inc,3,block,(530) 571-7541,telemarketing,1,1,,,
Kingdom Telephone Company,3,block,(573) 826-4799,telemarketing,1,1,,,
Kingdom Telecommunications Inc,3,block,(573) 826-4799,telemarketing,1,1,,,
Terra Nova Telecom Inc,3,block,(321) 428-8880,telemarketing,1,1,,,
Ontario Systems LLC dba Finvi,3,block,(765) 751-7236,telemarketing,1,1,,,
Ellsworth Cooperative Telephone Association,3,block,(515) 836-4431,telemarketing,1,1,,,
MVP Holdings LTD,3,block,(330) 591-4721,telemarketing,1,1,,,
South Dakota Telecom LLC,3,block,nan,telemarketing,1,1,,,
G4Telecom Inc,3,block,nan,telemarketing,1,1,,,
Third Base International Telecom LLC,3,block,(239) 935-7286,telemarketing,1,1,,,
Hadlo Technologies LLC,3,block,(615) 814-0102,telemarketing,1,1,,,
Votacall Inc,3,block,(781) 693-0630,telemarketing,1,1,,,
State Telephone Company Inc,3,block,(518) 731-6128,telemarketing,1,1,,,
State Telephone Long Distance Company Inc,3,block,(518) 731-6128,telemarketing,1,1,,,
Woolstock Mutual Telephone Association,3,block,(515) 839-5571,telemarketing,1,1,,,
Hamilton Telephone Company,3,block,(402) 694-5101,telemarketing,1,1,,,
Hamilton Long Distance Company,3,block,(402) 694-5101,telemarketing,1,1,,,
T C N Incorporated,3,block,(866) 745-1903,telemarketing,1,1,,,
Broadband Dynamics LLC,3,block,(602) 357-3600,telemarketing,1,1,,,
DUNBARTON TELEPHONE COMPANY INC,3,block,(603) 774-9911,telemarketing,1,1,,,
Voxbeam Telecommunications Inc,3,block,(407) 965-1077,telemarketing,1,1,,,
Netrio LLC,3,block,(214) 888-8504,telemarketing,1,1,,,
Amplify Networks Inc,3,block,(281) 804-7059,telemarketing,1,1,,,
OpenSIPcom,3,block,(888) 463-4237,telemarketing,1,1,,,
Data @ccess Communication Inc,3,block,+7879778025,telemarketing,1,1,,,
Fenton Cooperative Telephone Company,3,block,(515) 889-2785,telemarketing,1,1,,,
382 Communications Corporation,3,block,(617) 669-7938,telemarketing,1,1,,,
New Hope Telephone Cooperative,3,block,(256) 723-3036,telemarketing,1,1,,,
Callifi LLC,3,block,(212) 423-1234,telemarketing,1,1,,,
WOW! Internet Cable and Phone,3,block,(630) 219-3750,telemarketing,1,1,,,
Citizens Telephone Cooperative Inc,3,block,(715) 237-2605,telemarketing,1,1,,,
Ntera LLC,3,block,(715) 237-2605,telemarketing,1,1,,,
CCI Network Services LLC,3,block,(801) 994-4100,telemarketing,1,1,,,
RINGARO TELECOM INC,3,block,(805) 340-0205,telemarketing,1,1,,,
North English Cooperative Telephone Company,3,block,(319) 664-3821,telemarketing,1,1,,,
Willard Telephone Company,3,block,(970) 228-4571,telemarketing,1,1,,,
DID Central LLC,3,block,(888) 676-5994,telemarketing,1,1,,,
PBXIO LLC,3,block,(801) 234-5620,telemarketing,1,1,,,
Mon-Cre Telephone Cooperative Inc,3,block,(334) 562-3200,telemarketing,1,1,,,
Mid-Hudson Data Corp,3,block,(518) 573-8101,telemarketing,1,1,,,
Lavaca Telephone Company Inc-AR,3,block,(479) 424-1675,telemarketing,1,1,,,
Lavaca Telephone Company Inc-OK,3,block,(479) 424-1675,telemarketing,1,1,,,
Carolina West Wireless Inc,3,block,(336) 973-5000,telemarketing,1,1,,,
Pinnacle Telecom LLC,3,block,(479) 424-1675,telemarketing,1,1,,,
Verge Network Solutions Inc,3,block,(405) 782-8420,telemarketing,1,1,,,
Duo County Telephone Cooperative Inc,3,block,(270) 343-1197,telemarketing,1,1,,,
Biddeford Internet Corporation,3,block,(207) 494-2199,telemarketing,1,1,,,
The Champaign Telephone Company,3,block,(937) 653-2233,telemarketing,1,1,,,
Terril Telephone Cooperative,3,block,(712) 853-6121,telemarketing,1,1,,,
Royal Communications Inc,3,block,(712) 933-2615,telemarketing,1,1,,,
Northland Networks,3,block,(315) 624-2033,telemarketing,1,1,,,
Oneida County Rural Telephone Co,3,block,(315) 624-2033,telemarketing,1,1,,,
McDonald County Telephone Co,3,block,(417) 223-4313,telemarketing,1,1,,,
River Valley Telephone Coop,3,block,(712) 859-3300,telemarketing,1,1,,,
La Ward Telephone Exchange Inc,3,block,(361) 872-2211,telemarketing,1,1,,,
Nunn Telephone Company,3,block,(970) 897-2200,telemarketing,1,1,,,
Victory Telecom Inc,3,block,(817) 303-7788,telemarketing,1,1,,,
FirstDigital Telecom LLC,3,block,(801) 437-6361,telemarketing,1,1,,,
Independence Telecommunications Utility,3,block,(319) 332-1909,telemarketing,1,1,,,
HFA Services LLC,3,block,(561) 282-5500,telemarketing,1,1,,,
IP Horizon LLC,3,block,(888) 444-1111,telemarketing,1,1,,,
IPitomy Communications LLC,3,block,(941) 306-2225,telemarketing,1,1,,,
Mobi Telecom LLC,3,block,(339) 203-6223,telemarketing,1,1,,,
Telxio Networks Pte Ltd,3,block,+6531633282,telemarketing,1,1,,,
South Central Utah Telephone Association Inc,3,block,(435) 826-4211,telemarketing,1,1,,,
Carr Telephone Company,3,block,(231) 898-2244,telemarketing,1,1,,,
Vantage Telecom LLC dba Pinnacle Telecom,3,block,(479) 424-1675,telemarketing,1,1,,,
Gorham Telephone Company,3,block,(785) 637-5300,telemarketing,1,1,,,
Low Latency Communications LLC,3,block,(205) 443-0704,telemarketing,1,1,,,
Citizens Telephone Company of Kecksburg,3,block,(724) 424-2210,telemarketing,1,1,,,
Nuwave Communications Inc,3,block,(732) 719-8046,telemarketing,1,1,,,
Hiawatha Telephone Company,3,block,(906) 387-0043,telemarketing,1,1,,,
Qwality Tel Inc,3,block,(217) 586-7809,telemarketing,1,1,,,
Totelcom Communications LLC,3,block,(254) 893-1000,telemarketing,1,1,,,
North Texas Telephone Company,3,block,(254) 893-4600,telemarketing,1,1,,,
Oklatel Communications Inc,3,block,(254) 893-4600,telemarketing,1,1,,,
Primo Dialler LLC,3,block,(347) 695-2823,telemarketing,1,1,,,
BroadRiver Communication Corporation,3,block,(801) 702-4249,telemarketing,1,1,,,
Wiretap Telecom,3,block,(405) 471-8000,telemarketing,1,1,,,
Templeton Telephone Co,3,block,(712) 669-3311,telemarketing,1,1,,,
Goode Systems and Consulting,3,block,(713) 524-5151,telemarketing,1,1,,,
QCSTelecom Inc,3,block,(732) 595-7278,telemarketing,1,1,,,
Campus Communications Group Inc,3,block,(217) 353-3026,telemarketing,1,1,,,
Nuso LLC,3,block,(314) 390-6260,telemarketing,1,1,,,
Logan Telephone Cooperative Inc,3,block,(270) 542-4121,telemarketing,1,1,,,
UniVoIP Inc,3,block,(310) 747-3266,telemarketing,1,1,,,
GTT Americas LLC,3,block,+15128071615,telemarketing,1,1,,,
The Nebraska Central Telephone Co,3,block,(402) 694-5101,telemarketing,1,1,,,
PLANTERS RURAL TELEPHONE COOP,3,block,(912) 857-4411,telemarketing,1,1,,,
Planters Communications LLC,3,block,(912) 857-4411,telemarketing,1,1,,,
SkyTel OU,3,block,+3723335510,telemarketing,1,1,,,
iconglobal services,3,block,+442081506150,telemarketing,1,1,,,
Mash Telecom Inc,3,block,+15145190313,telemarketing,1,1,,,
Libyan International Telecom Company,3,block,+218913601149,telemarketing,1,1,,,
Simwood Inc,3,block,(833) 857-3277,telemarketing,1,1,,,
Citynet Holdings LLC,3,block,(304) 848-5400,telemarketing,1,1,,,
TruVista Communications Inc fka The Chester Telephone Company,3,block,(803) 581-9152,telemarketing,1,1,,,
WT Services Inc,3,block,(806) 364-3331,telemarketing,1,1,,,
West Texas Rural Telephone Cooperative Inc,3,block,(806) 364-3331,telemarketing,1,1,,,
Network Enhanced Telecom LLP,3,block,(430) 588-7394,telemarketing,1,1,,,
1Wire Fiber LLC,3,block,(801) 990-6200,telemarketing,1,1,,,
UNITED FARMERS TELEPHONE CO,3,block,(712) 834-2211,telemarketing,1,1,,,
Brooklyn Mutual Telecommunications Cooperative,3,block,(641) 522-9211,telemarketing,1,1,,,
Granite Telecommunications LLC,3,block,(617) 933-5521,telemarketing,1,1,,,
Pigeon Telephone Company,3,block,(989) 453-4420,telemarketing,1,1,,,
Tekstar Communications Inc,3,block,(218) 346-8453,telemarketing,1,1,,,
Craigville Telephone Company Inc,3,block,+12605653131,telemarketing,1,1,,,
Moapa Valley Telephone Co,3,block,(702) 397-2117,telemarketing,1,1,,,
Cambridge Telephone Company Inc,3,block,(208) 257-3314,telemarketing,1,1,,,
Twin Lakes Telephone Cooperative Corporation,3,block,+19312682151,telemarketing,1,1,,,
Telnyx LLC,3,block,(312) 270-8153,telemarketing,1,1,,,
Telintel LTD,3,block,(786) 871-6500,telemarketing,1,1,,,
Headland Communications,3,block,(415) 200-0400,telemarketing,1,1,,,
The Community Agency,3,block,(712) 930-5594,telemarketing,1,1,,,
Skyline Telephone Membership Corporation,3,block,(336) 877-6363,telemarketing,1,1,,,
SkyBest Communications Inc,3,block,(336) 876-6363,telemarketing,1,1,,,
Palmerton Telephone Co,3,block,(610) 826-2115,telemarketing,1,1,,,
Identidad Advertising Development LLc,3,block,+17865461176,telemarketing,1,1,,,
INFOMOVIL TELEVISION AND SYSTEM CORP,3,block,+17865461186,telemarketing,1,1,,,
Manning Municipal Utilities,3,block,(712) 655-2660,telemarketing,1,1,,,
Anveo Inc,3,block,(215) 701-0680,telemarketing,1,1,,,
Illinois Electric Cooperative,3,block,(217) 243-8747,telemarketing,1,1,,,
Stoneham Cooperative Telephone Corporation,3,block,(970) 735-2251,telemarketing,1,1,,,
Madison Telephone Company,3,block,(620) 437-2356,telemarketing,1,1,,,
Quality Voice & Data,3,block,(516) 656-5120,telemarketing,1,1,,,
MT Networks LLC,3,block,(620) 437-2356,telemarketing,1,1,,,
Akabis LLC,3,block,(866) 312-1070,telemarketing,1,1,,,
Morse Communications Inc,3,block,(321) 258-8469,telemarketing,1,1,,,
Hart Telephone Company,3,block,(706) 376-4701,telemarketing,1,1,,,
Midway Telephone Company,3,block,(906) 387-0043,telemarketing,1,1,,,
Ontonagon County Telephone Company,3,block,(906) 387-0043,telemarketing,1,1,,,
SOUTHEAST NEBRASKA COMMUNICATIONS INC,3,block,(402) 245-4451,telemarketing,1,1,,,
A+ Wireless,3,block,(805) 340-0205,telemarketing,1,1,,,
Thumb Cellular LLC,3,block,(989) 453-4420,telemarketing,1,1,,,
McLoud Telephone Co,3,block,(479) 424-1675,telemarketing,1,1,,,
DOBSON TELEPHONE CO INC,3,block,(479) 424-1675,telemarketing,1,1,,,
Dobson Technologies Transport and Telecom Solutions,3,block,(479) 424-1675,telemarketing,1,1,,,
Panhandle Telephone Cooperative Inc,3,block,(580) 468-2586,telemarketing,1,1,,,
Blue Ridge Digital Phone Company,3,block,(610) 826-2551,telemarketing,1,1,,,
Glenwood Telephone Membership Corporation,3,block,(402) 756-3131,telemarketing,1,1,,,
Glenwood Telecommunications Inc,3,block,(402) 756-3131,telemarketing,1,1,,,
Easton Telecom Services LLC,3,block,(330) 659-6700,telemarketing,1,1,,,
Henderson Cooperative Telephone Company,3,block,(402) 723-4448,telemarketing,1,1,,,
Palmetto Rural Telephone Cooperative Inc,3,block,(843) 538-9339,telemarketing,1,1,,,
Palmetto Telephone Communications LLC,3,block,(843) 538-9339,telemarketing,1,1,,,
Tri-County Communications Inc dba Intelligent Network Communications Inc,3,block,(636) 257-2020,telemarketing,1,1,,,
The Farmers Mutual Telephone Company of Stanton Iowa,3,block,(712) 829-2111,telemarketing,1,1,,,
Waldron Telephone Company,3,block,(517) 286-6211,telemarketing,1,1,,,
Waldron Communication Company,3,block,(517) 286-6211,telemarketing,1,1,,,
Sully Telephone Association,3,block,(641) 594-2905,telemarketing,1,1,,,
Inland Cellular LLC,3,block,(208) 298-2610,telemarketing,1,1,,,
Volli Communications Inc,3,block,(614) 300-2973,telemarketing,1,1,,,
ProComm365 Technologies Inc,3,block,+8556662270,telemarketing,1,1,,,
Magic Apple Technology LLC,3,block,(615) 425-7474,telemarketing,1,1,,,
CTC TELECOM INC,3,block,(208) 257-3314,telemarketing,1,1,,,
Peering Hub Inc,3,block,(484) 424-9683,telemarketing,1,1,,,
Livingston Telephone Company,3,block,(307) 600-0000,telemarketing,1,1,,,
Dalton Telephone Company LLC,3,block,(307) 600-0000,telemarketing,1,1,,,
Waverly Hall Telephone LLC,3,block,(307) 600-0000,telemarketing,1,1,,,
South Park LLC  dba South Park Telephone Company,3,block,(307) 600-0000,telemarketing,1,1,,,
The Rye Telephone Company,3,block,(307) 600-0000,telemarketing,1,1,,,
S&A Telephone Co Inc,3,block,(307) 600-0000,telemarketing,1,1,,,
Elsie Communications Inc,3,block,(307) 600-0000,telemarketing,1,1,,,
Momentum  Telecom Inc,3,block,(877) 440-1989,telemarketing,1,1,,,
Compass Inc,3,block,+14166458040,telemarketing,1,1,,,
Ace Telephone Association,3,block,(507) 896-3192,telemarketing,1,1,,,
WebFire Communications Inc,3,block,(940) 691-7577,telemarketing,1,1,,,
Apelby GmbH,3,block,+420797995005,telemarketing,1,1,,,
Western Wahkiakum County Telephone Company,3,block,(360) 465-2211,telemarketing,1,1,,,
The Toledo Telephone Co Inc,3,block,(360) 864-5044,telemarketing,1,1,,,
Yucca Telecommunications Systems Inc,3,block,(575) 226-2255,telemarketing,1,1,,,
Monroe Telephone Company,3,block,(541) 847-5135,telemarketing,1,1,,,
Roome Telecommunications Inc,3,block,(559) 534-2211,telemarketing,1,1,,,
The Lincoln County Telephone System Inc,3,block,(775) 962-0801,telemarketing,1,1,,,
Plains Cooperative Telephone Association Inc,3,block,(970) 358-4211,telemarketing,1,1,,,
LaPorte City Telephone Co,3,block,(563) 245-4480,telemarketing,1,1,,,
Alpine Communications LC,3,block,(563) 245-4480,telemarketing,1,1,,,
BPS Telephone Company,3,block,(573) 293-2277,telemarketing,1,1,,,
Valley Telephone Cooperative Inc,3,block,(520) 384-8995,telemarketing,1,1,,,
TELCAST NETWORK LLC,3,block,(832) 606-3796,telemarketing,1,1,,,
SnowCrest Telephone Inc,3,block,(530) 926-6888,telemarketing,1,1,,,
Race Telecommunications LLC,3,block,(415) 376-3314,telemarketing,1,1,,,
Sarenet SAU,3,block,+34944209470,telemarketing,1,1,,,
Impulse Internet Services llc,3,block,(805) 456-5800,telemarketing,1,1,,,
West Side Telecommunications,3,block,(304) 983-8642,telemarketing,1,1,,,
Barry County Telephone Company,3,block,(269) 267-5884,telemarketing,1,1,,,
MEI Telecom Inc,3,block,(269) 623-2311,telemarketing,1,1,,,
Diller Telephone Co,3,block,(402) 793-5330,telemarketing,1,1,,,
INET Communications LLC,3,block,(855) 563-4638,telemarketing,1,1,,,
Ace Telephone Company of Michigan Inc,3,block,(507) 896-3192,telemarketing,1,1,,,
Ace Link Telecommunication Inc,3,block,(507) 896-3192,telemarketing,1,1,,,
Loretto Telephone Company Inc,3,block,(931) 853-4351,telemarketing,1,1,,,
Stratus Networks Inc,3,block,(309) 370-3174,telemarketing,1,1,,,
TOLY DIGITAL NETWORK INC,3,block,(561) 694-8655,telemarketing,1,1,,,
Contact Center Specialists LLC,3,block,(888) 992-6682,telemarketing,1,1,,,
Estech Systems Inc,3,block,(972) 422-9700,telemarketing,1,1,,,
Franklin Electric Plant Board,3,block,(270) 586-4441,telemarketing,1,1,,,
Cunningham Communications Inc,3,block,(785) 545-3215,telemarketing,1,1,,,
EvolveIP LLC,3,block,+16102300807,telemarketing,1,1,,,
Binary Ventures INC,3,block,(855) 782-0983,telemarketing,1,1,,,
CoEo Solutions LLC dba CoEo,3,block,(312) 940-7829,telemarketing,1,1,,,
Board of Water Light & Sinking Fund Commissioners of the City of Dalton Georgia dba Dalton Utili,3,block,(706) 529-9991,telemarketing,1,1,,,
Cunningham Telephone Co Inc,3,block,(785) 545-3215,telemarketing,1,1,,,
Poka Lambro Telephone Cooperative Inc,3,block,(806) 924-7234,telemarketing,1,1,,,
Poka Lambro Telecommunications Ltd,3,block,(806) 924-7234,telemarketing,1,1,,,
Secure IP Telecom Inc,3,block,(310) 363-7720,telemarketing,1,1,,,
Pacific Data Systems,3,block,(671) 300-0212,telemarketing,1,1,,,
Mid-Plains Rural Telephone Cooperative Inc,3,block,(806) 668-4420,telemarketing,1,1,,,
Star Telephone Company Inc,3,block,(207) 948-3959,telemarketing,1,1,,,
West Wisconsin Telcom Cooperative Inc,3,block,(715) 664-8311,telemarketing,1,1,,,
Direct Communications Rockland Inc,3,block,(208) 548-2345,telemarketing,1,1,,,
Rico Telephone Company,3,block,(208) 548-2345,telemarketing,1,1,,,
24-7 Telcom Inc,3,block,(715) 231-2000,telemarketing,1,1,,,
Direct Communications Cedar Valley LLC,3,block,(207) 948-3959,telemarketing,1,1,,,
Alkaip Telecom LLC,3,block,(954) 372-0969,telemarketing,1,1,,,
NGL COMMUNICATIONS LLC,3,block,(919) 570-0101,telemarketing,1,1,,,
Fractel LLC,3,block,(321) 499-1001,telemarketing,1,1,,,
All Tel Networks LLC,3,block,(772) 223-8908,telemarketing,1,1,,,
Indigo Wireless Inc,3,block,(570) 723-7314,telemarketing,1,1,,,
Stanton Telecom Inc,3,block,(402) 439-2264,telemarketing,1,1,,,
Popp Telcom Incorporated,3,block,(763) 797-7946,telemarketing,1,1,,,
Reasnor Telephone Company LLC,3,block,(641) 793-2905,telemarketing,1,1,,,
Hershey Cooperative Telephone Company,3,block,(308) 368-5561,telemarketing,1,1,,,
Partner Communications Cooperative,3,block,(641) 498-7701,telemarketing,1,1,,,
IP LINK Telecom Inc,3,block,(541) 521-8732,telemarketing,1,1,,,
Marne & Elk Horn Telephone Company,3,block,(712) 764-6161,telemarketing,1,1,,,
Plainview Telephone Company,3,block,(402) 582-4242,telemarketing,1,1,,,
Creacomm Switching Corp,3,block,(305) 297-4476,telemarketing,1,1,,,
Celito Communications,3,block,(919) 268-4900,telemarketing,1,1,,,
SIPSTATUS COMMUNICATIONS SRL,3,block,+40720007220,telemarketing,1,1,,,
Velocity Network Inc,3,block,(814) 835-2725,telemarketing,1,1,,,
Margaretville Telephone Company  Inc,3,block,(845) 586-3311,telemarketing,1,1,,,
Catskills Communications Inc dba MTC Long Distance,3,block,(845) 586-3311,telemarketing,1,1,,,
Ducor Telephone Company,3,block,(559) 534-2211,telemarketing,1,1,,,
Hartington Telecommunications Co Inc,3,block,(402) 254-3901,telemarketing,1,1,,,
FARMERS MUTUAL COOP TELE COMPANY,3,block,(712) 744-3131,telemarketing,1,1,,,
Mountain Rural Telephone Cooperative Corporation,3,block,(606) 743-3121,telemarketing,1,1,,,
Connect With VOIP Limited,3,block,+85258016709,telemarketing,1,1,,,
MIX NETWORKS INC,3,block,(863) 583-0271,telemarketing,1,1,,,
Express Communications,3,block,(605) 978-3545,telemarketing,1,1,,,
Mutual Telephone Company of Morning Sun,3,block,(319) 868-7636,telemarketing,1,1,,,
iTalk Global Communications Inc,3,block,(512) 637-1459,telemarketing,1,1,,,
Sonic Telecom LLC,3,block,(707) 522-1000,telemarketing,1,1,,,
Smithville Telephone Company Inc,3,block,(662) 651-4131,telemarketing,1,1,,,
Moundville Telephone Company,3,block,(720) 370-2070,telemarketing,1,1,,,
Lynnville Telephone Company Inc,3,block,(641) 527-2690,telemarketing,1,1,,,
Searsboro Telephone Company,3,block,(641) 593-6395,telemarketing,1,1,,,
Killduff Telephone Company,3,block,(641) 798-4690,telemarketing,1,1,,,
Cap Rock Telephone Cooperative Inc,3,block,(806) 271-3336,telemarketing,1,1,,,
United Telephone Assn Inc,3,block,(620) 227-8641,telemarketing,1,1,,,
United Communications Association Inc,3,block,(620) 227-8641,telemarketing,1,1,,,
United Wireless Communications Inc,3,block,(620) 227-8641,telemarketing,1,1,,,
Piedmont Rural Telephone Cooperative Inc,3,block,(864) 684-0008,telemarketing,1,1,,,
PRTCommunications LLC,3,block,(864) 684-0008,telemarketing,1,1,,,
Greenfly Networks Inc,3,block,(406) 652-7500,telemarketing,1,1,,,
FIVE AREA TELEPHONE COOP INC,3,block,(806) 272-5533,telemarketing,1,1,,,
WEST PLAINS TELECOMMUNICATIONS iNC,3,block,(806) 272-5533,telemarketing,1,1,,,
Simply Bits LLC,3,block,(520) 545-7285,telemarketing,1,1,,,
Metamora Telephone Company,3,block,(815) 746-6421,telemarketing,1,1,,,
Northeast Louisiana Telephone Co Inc,3,block,(318) 874-7011,telemarketing,1,1,,,
Mulberry Cooperative Telephone Co Inc,3,block,(765) 296-7383,telemarketing,1,1,,,
Geetingsville Telephone Co Inc,3,block,(765) 258-3111,telemarketing,1,1,,,
Interstate Telecommunications Cooperative Inc,3,block,(605) 874-8350,telemarketing,1,1,,,
Venture Communications Cooperative,3,block,(605) 852-2224,telemarketing,1,1,,,
True IP Solutions LLC,3,block,(910) 249-4255,telemarketing,1,1,,,
Tata Communications (Canada) Ltd,3,block,+17035474900,telemarketing,1,1,,,
VC3 Inc,3,block,(803) 733-7333,telemarketing,1,1,,,
Touchtone Communications Inc,3,block,(973) 739-9300,telemarketing,1,1,,,
TC Telecom LLC,3,block,(325) 672-2422,telemarketing,1,1,,,
Inmate Calling Solutions LLC,3,block,(210) 477-7340,telemarketing,1,1,,,
Wellman Cooperative Telephone Association,3,block,(319) 646-6090,telemarketing,1,1,,,
RC Technologies,3,block,(605) 637-5211,telemarketing,1,1,,,
Red River Rural Telephone Association Inc,3,block,(701) 553-8309,telemarketing,1,1,,,
North Alabama Electric Cooperative,3,block,(877) 276-7783,telemarketing,1,1,,,
Johnson City Energy Authority,3,block,(423) 952-5198,telemarketing,1,1,,,
Lake Livingston Telephone Company Inc,3,block,(936) 566-4242,telemarketing,1,1,,,
Newport Utilities,3,block,(423) 532-3549,telemarketing,1,1,,,
West River Cooperative Telephone Company,3,block,(605) 244-5213,telemarketing,1,1,,,
South Slope Cooperative Telephone Company,3,block,(319) 626-2211,telemarketing,1,1,,,
North Central Telephone Cooperative Inc,3,block,(615) 666-2151,telemarketing,1,1,,,
Holston Connect LLC,3,block,(423) 272-1096,telemarketing,1,1,,,
Microtalk USA Inc,3,block,(305) 306-4364,telemarketing,1,1,,,
Microtalk Europe Ltd,3,block,+447825040404,telemarketing,1,1,,,
Globalstar Inc,3,block,(985) 335-1607,telemarketing,1,1,,,
Affiliated Technology Solutions,3,block,(732) 225-3099,telemarketing,1,1,,,
BIXBY TELEPHONE CO,3,block,(918) 366-8000,telemarketing,1,1,,,
DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,3,block,(701) 952-1139,telemarketing,1,1,,,
Benton Ridge Telephone Co,3,block,(419) 723-2428,telemarketing,1,1,,,
Northeast Missouri Rural Telephone Company,3,block,(660) 874-4111,telemarketing,1,1,,,
Colorado Valley Telephone Cooperative Inc,3,block,(979) 242-5911,telemarketing,1,1,,,
Cutter Communications Inc dba Grayson Collin Communications,3,block,(903) 482-7035,telemarketing,1,1,,,
Copper Valley Telephone Cooperative Inc,3,block,(907) 835-7734,telemarketing,1,1,,,
HOOD CANAL TELEPHONE CO INC,3,block,(360) 898-2481,telemarketing,1,1,,,
THE NEW KNOXVILLE TELEPHONE COMPANY,3,block,(419) 753-5039,telemarketing,1,1,,,
Crosstel Tandem Inc,3,block,(470) 414-2040,telemarketing,1,1,,,
